,0
148-1,0.0
167-1,0.0
105-1,0.0
165-1,0.0
162-1,0.0
161-1,0.0
120-1,0.0
158-1,0.0
119-1,0.0
149-1,0.0
163-1,0.0
124-1,0.0
136-1,0.0
121-1,0.0
167-2,1.0
105-2,1.0
165-2,1.0
162-2,1.0
161-2,1.0
124-2,1.0
