,0
176,0.0
123,0.0
114,0.0
131,0.0
148,1.0
168,0.0
167,1.0
105,1.0
140,0.0
165,1.0
139,0.0
116,0.0
162,1.0
145,0.0
109,0.0
169,0.0
175,0.0
155,0.0
153,0.0
115,0.0
161,1.0
138,0.0
170,0.0
133,0.0
120,1.0
150,0.0
174,0.0
152,0.0
158,1.0
147,0.0
119,1.0
149,1.0
160,0.0
103,0.0
163,1.0
124,1.0
106,0.0
144,0.0
102,0.0
151,0.0
142,0.0
126,0.0
127,0.0
129,0.0
136,1.0
132,0.0
121,1.0
