,0
114,0.0
143,1.0
168,0.0
134,1.0
139,0.0
163,1.0
145,0.0
109,0.0
124,1.0
144,0.0
102,0.0
151,0.0
169,0.0
146,1.0
175,0.0
155,0.0
126,0.0
127,0.0
130,1.0
115,0.0
138,0.0
170,0.0
132,0.0
108,1.0
133,0.0
120,1.0
